,access_code,date_last_confirmed,expected_date,fuel_type_code,id,open_date,owner_type_code,status_code,station_name,updated_at,facility_type,geocode_status,city,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,hy_is_retail,hy_pressures,hy_standards,hy_status_link,federal_agency,lon,lat
5997,public,2020-12-22,,ELEC,160580,,,E,SONOMA VLY INN,2020-12-22T00:25:38Z,,GPS,Sonoma,CA,561 1st St W,95476,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 5 hours, and $5 per additional hour",,"{'posts': ['1:124471'], 'ports': ['1', '2']}",,,,,,-122.4595891,38.291056
5998,public,2020-12-22,,ELEC,160582,,,E,CSU FULLERTON,2020-12-22T00:25:38Z,,GPS,Irvine,CA,3 Banting,92618,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.4 per kWh,,"{'posts': ['1:124291'], 'ports': ['1', '2']}",,,,,,-117.7604162,33.6594492
5999,public,2020-12-22,,ELEC,160583,,,E,UC SANTABARBARA,2020-12-22T00:25:38Z,,GPS,Goleta,CA,Parking Lot 60- Near the Entrance Turn West from Storke Rd on Sierra Madre Ct,93117,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.2 per kWh,,"{'posts': ['1:124211'], 'ports': ['1', '2']}",,,,,,-119.8705093,34.418767
6000,public,2020-12-22,,ELEC,160584,,,E,CUPERTINO,2020-12-22T00:25:38Z,,200-9,Cupertino,CA,10800 Torre Ave,95014,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on an hourly rate. $1.5 per hour, maximum payment of $25, maximum session time is 24 hours",,"{'posts': ['1:103859', '1:124205'], 'ports': ['1', '2']}",,,,,,-122.028503,37.317718
6001,public,2020-12-22,,ELEC,160585,,,E,CUPERTINO,2020-12-22T00:25:38Z,,GPS,Cupertino,CA,10185  Stelling Rd,95014,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on an hourly rate. $1.5 per hour, maximum payment of $25, maximum session time is 24 hours",,"{'posts': ['1:124105'], 'ports': ['1', '2']}",,,,,,-122.0423416,37.3254575
6002,public,2020-12-22,,ELEC,160586,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,GPS,Hayward,CA,164 W Jackson St,94544,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:124059'], 'ports': ['1']}",,,,,,-122.0889281,37.6532704
6003,public,2020-12-22,,ELEC,160587,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,200-9,Roseville,CA,3999 Foothills Blvd,95747,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123969', '1:124055'], 'ports': ['1']}",,,,,,-121.308672,38.751318
6004,public,2020-12-22,,ELEC,160589,,,E,IRVINE  CO  OFC,2020-12-22T00:25:38Z,,200-9,Irvine,CA,46 Discovery,92618,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,"{'posts': ['1:123785', '1:124027'], 'ports': ['1', '2']}",,,,,,-117.755483,33.664822
6005,public,2020-12-22,,ELEC,160590,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,GPS,Amer Cyn,CA,210 American Canyon Rd,94503,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123975'], 'ports': ['1']}",,,,,,-122.2515899,38.1652894
6006,public,2020-12-22,,ELEC,160591,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,200-9,Sacramento,CA,1420 Meadowview Rd,95832,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123947', '1:123965'], 'ports': ['1']}",,,,,,-121.504222,38.480752
6007,public,2020-12-22,,ELEC,160592,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,GPS,San Pablo,CA,14280 San Pablo Ave,94806,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123959'], 'ports': ['1']}",,,,,,-122.3447793,37.9645244
6008,public,2020-12-22,,ELEC,160593,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,GPS,Sacramento,CA,1401 Broadway,95818,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123957'], 'ports': ['1']}",,,,,,-121.4942845,38.5624567
6009,public,2020-12-22,,ELEC,160594,,,E,EVSP WALGREENS,2020-12-22T00:25:38Z,,GPS,Sacramento,CA,2900 Stockton Blvd,95817,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.35 per kWh",,"{'posts': ['1:123951'], 'ports': ['1']}",,,,,,-121.454897,38.5477882
6010,public,2020-12-22,,ELEC,160595,,,E,FACEBOOK,2020-12-22T00:25:38Z,,GPS,Menlo Park,CA,162 Jefferson Dr,94025,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:123913'], 'ports': ['1', '2']}",,,,,,-122.172425,37.4797561
6011,public,2020-12-22,,ELEC,160596,,,E,JOHN HANCOCK,2020-12-22T00:25:38Z,,200-9,Newport Beach,CA,5000 Birch St,92660,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $2 per hour for the first 4 hours, and $4 per additional hour",,"{'posts': ['1:122385', '1:123135', '1:123859'], 'ports': ['1', '2']}",,,,,,-117.85821,33.66577
6012,public,2020-12-22,,ELEC,160597,,,E,HQ STATION 5,2020-12-22T00:25:38Z,,200-9,Sacramento,CA,700 N 10th St,95811,US,['J1772'],,,10.0,ChargePoint Network,http://www.chargepoint.com/,,$0.17 per kWh,,"{'posts': ['1:122511', '1:123237', '1:123247', '1:123263', '1:123771'], 'ports': ['1', '2']}",,,,,,-121.486032,38.598119
6013,public,2020-12-22,,ELEC,160598,,,E,IRVINE  CO  OFC,2020-12-22T00:25:38Z,,200-9,Costa Mesa,CA,3201 Park Center Drive,92626,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,"{'posts': ['1:123003', '1:123749'], 'ports': ['1', '2']}",,,,,,-117.88428,33.689261
6014,public,2020-12-22,,ELEC,160599,,,E,AVB BAKER RANCH,2020-12-22T00:25:38Z,,GPS,Lake Forest,CA,1924 Lupine,92610,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.5 per hour for the first 5 hours, and $3.5 per additional hour",,"{'posts': ['1:123687'], 'ports': ['1', '2']}",,,,,,-117.6743753,33.6779686
6015,public,2020-12-22,,ELEC,160600,,,E,KILROY REALTY,2020-12-22T00:25:38Z,,200-9,Los Angeles,CA,12233 W Olympic Blvd,90064,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:123661', '1:86103'], 'ports': ['1', '2']}",,,,,,-118.456431,34.03224
6016,public,2020-12-22,,ELEC,160602,,,E,CCC,2020-12-22T00:25:38Z,,200-9,Fountain Valley,CA,11460 Warner Ave,92708,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour",,"{'posts': ['1:123569', '1:99895'], 'ports': ['1', '2']}",,,,,,-117.929593,33.715774
6017,public,2020-12-22,,ELEC,160603,,,E,CCSF - SFO,2020-12-22T00:25:38Z,,GPS,San Francisco,CA,323 Domestic Terminals Arrivals Level,94128,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:123561'], 'ports': ['1', '2']}",,,,,,-122.3849895,37.6162574
6018,public,2020-12-22,,ELEC,160604,,,E,CCSF-SFMTA,2020-12-22T00:25:38Z,,GPS,San Francisco,CA,633 California St,94108,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.3 per kWh, maximum payment of $5, $2 per session",,"{'posts': ['1:123533'], 'ports': ['1', '2']}",,,,,,-122.40499,37.792015
6019,public,2020-12-22,,ELEC,160606,,,E,TORRANCE,2020-12-22T00:25:38Z,,200-8,Torrance,CA,3301 Torrance Blvd,90503,US,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $2.5 per additional hour, $0.25 per kWh",,"{'posts': ['1:100059', '1:123507'], 'ports': ['1', '2']}",,,,,,-118.343556,33.837438
6020,public,2020-12-22,,ELEC,160607,,,E,TORRANCE,2020-12-22T00:25:38Z,,200-8,Torrance,CA,4045 190th St,90504,US,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $2.5 per additional hour, $0.25 per kWh",,"{'posts': ['1:114359', '1:123503'], 'ports': ['1', '2']}",,,,,,-118.344404,33.858495
6021,private,2020-12-22,,ELEC,160608,,,E,EMPLOYEE,2020-12-22T00:25:38Z,,GPS,San Leandro,CA,2050 Fairmont Dr,94578,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.2 per kWh, $1 per session",,"{'posts': ['1:123499'], 'ports': ['1', '2']}",,,,,,-122.1185481,37.709057
6022,public,2020-12-22,,ELEC,160609,,,E,CCSF SFMTA,2020-12-22T00:25:38Z,,200-9,San Francisco,CA,1610 Geary Blvd,94115,US,"['J1772', 'NEMA520']",,1.0,3.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.29 per kWh, maximum payment of $5, $2 per session",,"{'posts': ['1:123493', '1:6820'], 'ports': ['1', '2']}",,,,,,-122.430408,37.784939
6023,public,2020-12-22,,ELEC,160611,,,E,STUDIO,2020-12-22T00:25:38Z,,GPS,Los Angeles,CA,111 Universal Hollywood Dr,90068,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,$0.3 per kWh,,"{'posts': ['1:123113', '1:123353', '1:123355'], 'ports': ['1', '2']}",,,,,,-118.3605745,34.1389367
6024,public,2020-12-22,,ELEC,160612,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,200-9,Riverside,CA,3450 14TH STREET,92501,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:120689', '1:123215', '1:123351'], 'ports': ['1', '2']}",,,,,,-117.375941,33.973846
6025,public,2020-12-22,,ELEC,160613,,,E,STUDIO,2020-12-22T00:25:38Z,,GPS,Universal City,CA,Muddy Waters Drive,91602,US,['J1772'],,,12.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $3 per additional hour, $0.3 per kWh",,"{'posts': ['1:121299', '1:121525', '1:121571', '1:123015', '1:123271', '1:123347'], 'ports': ['1', '2']}",,,,,,-118.3582825,34.143037
6026,public,2020-12-22,,ELEC,160614,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,200-9,Riverside,CA,3075-3125 Myers St,92503,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:121701', '1:123301'], 'ports': ['1', '2']}",,,,,,-117.44093,33.90939
6027,public,2020-12-22,,ELEC,160615,,,E,101 N BRAND,2020-12-22T00:25:38Z,,200-8,Glendale,CA,101 N Brand Blvd,91203,US,['J1772'],,,6.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.3 per kWh, minimum payment of $1",,"{'posts': ['1:122531', '1:123275', '1:123297'], 'ports': ['1', '2']}",,,,,,-118.255277,34.146269
6028,public,2020-12-22,,ELEC,160616,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Murrieta,CA,30755 Auld Rd Murietta CA,92563,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:123257'], 'ports': ['1', '2']}",,,,,,-117.121025,33.5806331
6029,public,2020-12-22,,ELEC,160617,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,200-8,Riverside,CA,4095 County Circle Dr,92503,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122625', '1:123223'], 'ports': ['1', '2']}",,,,,,-117.460528,33.917055
6030,public,2020-12-22,,ELEC,160618,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Riverside,CA,4600 Crestmore Rd,92509,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:123213'], 'ports': ['1', '2']}",,,,,,-117.4104621,33.9825038
6031,public,2020-12-22,,ELEC,160619,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Desert Center,CA,43880 Tamarisk Dr,92239,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:123207'], 'ports': ['1', '2']}",,,,,,-115.3922556,33.7380525
6032,public,2020-12-22,,ELEC,160620,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,200-8,Riverside,CA,10281-10299 Kidd St,92503,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:121689', '1:123157'], 'ports': ['1', '2']}",,,,,,-117.464524,33.916349
6033,public,2020-12-22,,ELEC,160621,,,E,IRVINE  CO  OFC,2020-12-22T00:25:38Z,,200-8,Irvine,CA,36 Executive Park,92614,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,"{'posts': ['1:116085', '1:123145'], 'ports': ['1', '2']}",,,,,,-117.858269,33.68447
6034,public,2020-12-22,,ELEC,160622,,,E,CINEMARK,2020-12-22T00:25:38Z,,GPS,Napa,CA,195 Gasser Dr,94559,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $5 per additional hour",,"{'posts': ['1:123111'], 'ports': ['1', '2']}",,,,,,-122.2798515,38.2817812
6035,public,2020-12-22,,ELEC,160623,,,E,CINEMARK,2020-12-22T00:25:38Z,,GPS,Marina,CA,100 10th St,93933,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $5 per additional hour",,"{'posts': ['1:123109'], 'ports': ['1', '2']}",,,,,,-121.8121747,36.6647368
6036,public,2020-12-22,,ELEC,160624,,,E,NOTRE DAME,2020-12-22T00:25:38Z,,GPS,Riverside,CA,7085 Brockton Ave,92506,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.25 per kWh,,"{'posts': ['1:123083'], 'ports': ['1', '2']}",,,,,,-117.3959224,33.9444201
6037,public,2020-12-22,,ELEC,160625,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Indio,CA,82503-82548 CA-111,92201,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:123041'], 'ports': ['1', '2']}",,,,,,-116.2248726,33.7147872
6038,public,2020-12-22,,ELEC,160626,,,E,NISSAN-CARSON,2020-12-22T00:25:38Z,,GPS,Carson,CA,1505 E 223rd St,90745,US,['CHADEMO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,$0.35 per kWh,,"{'posts': ['1:122807'], 'ports': ['1']}",,,,,,-118.2456102,33.8249547
6039,public,2020-12-22,,ELEC,160627,,,E,CPEX,2020-12-22T00:25:38Z,,200-9,San Diego,CA,1600 Pacific Hwy,92101,US,"['J1772', 'J1772COMBO']",1.0,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"$0.55 per hour, $0.2 per kWh",,"{'posts': ['1:113841', '1:115065', '1:122785'], 'ports': ['1', '2']}",,,,,,-117.172051,32.721998
6040,public,2020-12-22,,ELEC,160628,,,E,FALLON GATEWAY,2020-12-22T00:25:38Z,,GPS,Dublin,CA,2700 Dublin Blvd,94568,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:122473', '1:122779'], 'ports': ['1', '2']}",,,,,,-121.8525533,37.7056257
6041,public,2020-12-22,,ELEC,160629,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Riverside,CA,6851 Van Buren Blvd,92509,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122729'], 'ports': ['1', '2']}",,,,,,-117.4669864,33.9664015
6042,public,2020-12-22,,ELEC,160630,,,E,600 HARRISON,2020-12-22T00:25:38Z,,200-9,San Francisco,CA,600 Harrison St,94107,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.5 per hour for the first 2 hours, and $2.5 per additional hour",,"{'posts': ['1:121493', '1:122715'], 'ports': ['1', '2']}",,,,,,-122.395913,37.784132
6043,public,2020-12-22,,ELEC,160631,,,E,4040 CIVIC,2020-12-22T00:25:38Z,,GPS,San Rafael,CA,4040 Civic Center Dr,94903,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $3 per additional hour",,"{'posts': ['1:122711'], 'ports': ['1', '2']}",,,,,,-122.5382557,38.0062308
6044,public,2020-12-22,,ELEC,160632,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Cabazon,CA,50296 Main St,92230,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122703'], 'ports': ['1', '2']}",,,,,,-116.7855224,33.9166066
6045,public,2020-12-22,,ELEC,160633,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Banning,CA,1475-1591 S Hargrave St,92220,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122695'], 'ports': ['1', '2']}",,,,,,-116.8683712,33.9114673
6046,public,2020-12-22,,ELEC,160634,,,E,ARE-ILLINOIS ST,2020-12-22T00:25:38Z,,GPS,San Francisco,CA,1830 3rd St,94158,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.5 per hour for the first 4 hours, and $20 per additional hour",,"{'posts': ['1:122661'], 'ports': ['1', '2']}",,,,,,-122.3897105,37.7662389
6047,public,2020-12-22,,ELEC,160635,,,E,IRVINE  CO  OFC,2020-12-22T00:25:38Z,,200-8,Irvine,CA,350 Commerce,92602,US,['J1772'],,,5.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,"{'posts': ['1:119877', '1:121355', '1:122643'], 'ports': ['1', '2']}",,,,,,-117.786253,33.716988
6048,public,2020-12-22,,ELEC,160636,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,San Jacinto,CA,581 S Grand Ave,92582,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122641'], 'ports': ['1', '2']}",,,,,,-116.9769787,33.7823663
6049,public,2020-12-22,,ELEC,160637,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Riverside,CA,6221 Box Springs Blvd,92507,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122621'], 'ports': ['1', '2']}",,,,,,-117.2950286,33.9385145
6050,public,2020-12-22,,ELEC,160638,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,200-8,Murrieta,CA,30755 Auld Rd,92563,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122617', '1:45473'], 'ports': ['1', '2']}",,,,,,-117.123777,33.583248
6051,public,2020-12-22,,ELEC,160639,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Hemet,CA,880 N State St,92543,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122615'], 'ports': ['1', '2']}",,,,,,-116.9716745,33.7618692
6052,public,2020-12-22,,ELEC,160640,,,E,G1 EV CHARGERS,2020-12-22T00:25:38Z,,GPS,San Francisco,CA,455 Market St,94105,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.5 per kWh,,"{'posts': ['1:122611'], 'ports': ['1', '2']}",,,,,,-122.3985221,37.7908101
6053,public,2020-12-22,,ELEC,160641,,,E,CNTYOFRIVERSIDE,2020-12-22T00:25:38Z,,GPS,Indio,CA,82503-82550 CA-111,92201,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,"{'posts': ['1:122605'], 'ports': ['1', '2']}",,,,,,-116.2247117,33.714805
6054,public,2020-12-22,,ELEC,160642,,,E,ESSEX,2020-12-22T00:25:38Z,,200-8,Los Angeles,CA,610 S Main St,90014,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $1 per kWh, maximum payment of $50",,"{'posts': ['1:120159', '1:122553'], 'ports': ['1', '2']}",,,,,,-118.24995,34.044985
